Precinct_Name,Split_Name,precinct_splitId,Reg_voters,Ballots,Reporting,Contest_id,Contest_title,Contest_party,Choice_id,Candidate_name,Choice_party,Candidate_Type,Absentee_votes,Early_votes,Election_Votes
23-04,,122,4119,2793,1,80,HONOLULU: Police Commission Authority; Investigative Powers,,193,YES,,C,978,176,1039
23-04,,122,4119,2793,1,81,HONOLULU: Ethics Commission Staff Salaries,,194,NO,,C,373,73,456
23-04,,122,4119,2793,1,81,HONOLULU: Ethics Commission Staff Salaries,,195,YES,,C,697,127,736
23-04,,122,4119,2793,1,82,HONOLULU: Prosecuting Attorney Budgetary Control,,196,NO,,C,244,55,313
23-04,,122,4119,2793,1,82,HONOLULU: Prosecuting Attorney Budgetary Control,,197,YES,,C,820,146,868
23-04,,122,4119,2793,1,83,"HONOLULU: Multi-Modal Transportation System; Fares, Operations, Responsibilities",,198,NO,,C,301,54,380
23-04,,122,4119,2793,1,83,"HONOLULU: Multi-Modal Transportation System; Fares, Operations, Responsibilities",,199,YES,,C,719,143,763
23-04,,122,4119,2793,1,84,HONOLULU: Affordable Housing Fund,,200,NO,,C,315,61,388
23-04,,122,4119,2793,1,84,HONOLULU: Affordable Housing Fund,,201,YES,,C,747,147,794
23-04,,122,4119,2793,1,85,HONOLULU: City Infrastructure Long Term Plans,,202,NO,,C,113,25,177
23-04,,122,4119,2793,1,85,HONOLULU: City Infrastructure Long Term Plans,,203,YES,,C,971,182,1026
23-04,,122,4119,2793,1,86,"HONOLULU: Office of Climate Change, Sustainability and Resiliency",,204,NO,,C,544,78,451
23-04,,122,4119,2793,1,86,"HONOLULU: Office of Climate Change, Sustainability and Resiliency",,205,YES,,C,540,136,747
23-04,,122,4119,2793,1,87,HONOLULU: Department of Land Management,,206,NO,,C,603,96,589
23-04,,122,4119,2793,1,87,HONOLULU: Department of Land Management,,207,YES,,C,455,106,570
23-04,,122,4119,2793,1,88,HONOLULU: Honolulu Zoo Fund,,208,NO,,C,445,96,530
23-04,,122,4119,2793,1,88,HONOLULU: Honolulu Zoo Fund,,209,YES,,C,648,115,678
23-04,,122,4119,2793,1,89,HONOLULU: Mayoral/Legislative Power Exceptions,,210,NO,,C,531,91,604
23-04,,122,4119,2793,1,89,HONOLULU: Mayoral/Legislative Power Exceptions,,211,YES,,C,465,99,510
23-04,,122,4119,2793,1,90,HONOLULU: Approval of Clean Water Natural Lands Projects,,212,NO,,C,399,63,447
23-04,,122,4119,2793,1,90,HONOLULU: Approval of Clean Water Natural Lands Projects,,213,YES,,C,638,139,711
23-04,,122,4119,2793,1,91,HONOLULU: Review of Boards and Commissions,,214,NO,,C,140,40,231
23-04,,122,4119,2793,1,91,HONOLULU: Review of Boards and Commissions,,215,YES,,C,936,160,959
23-04,,122,4119,2793,1,92,HONOLULU: Grants-In-Aid for Non-Profits,,216,NO,,C,426,96,565
23-04,,122,4119,2793,1,92,HONOLULU: Grants-In-Aid for Non-Profits,,217,YES,,C,577,93,529
23-04,,122,4119,2793,1,93,HONOLULU: Special Election Time Extension,,218,NO,,C,426,84,514
23-04,,122,4119,2793,1,93,HONOLULU: Special Election Time Extension,,219,YES,,C,641,111,644
23-04,,122,4119,2793,1,94,HONOLULU: Term Limits for City Offices,,220,NO,,C,728,127,792
23-04,,122,4119,2793,1,94,HONOLULU: Term Limits for City Offices,,221,YES,,C,365,81,404
23-04,,122,4119,2793,1,95,HONOLULU: Departmental Design and Construction Projects,,222,NO,,C,307,55,358
23-04,,122,4119,2793,1,95,HONOLULU: Departmental Design and Construction Projects,,223,YES,,C,710,139,769
23-04,,122,4119,2793,1,96,HONOLULU: Signing Delegation by Mayor,,224,NO,,C,539,92,653
23-04,,122,4119,2793,1,96,HONOLULU: Signing Delegation by Mayor,,225,YES,,C,545,114,526
23-04,,122,4119,2793,1,97,HONOLULU: Fire Commission Membership; Fire Chief Duties,,226,NO,,C,336,66,409
23-04,,122,4119,2793,1,97,HONOLULU: Fire Commission Membership; Fire Chief Duties,,227,YES,,C,731,133,770
23-04,,122,4119,2793,1,98,HONOLULU: Nonpartisan Reapportionment Commission,,228,NO,,C,714,136,724
23-04,,122,4119,2793,1,98,HONOLULU: Nonpartisan Reapportionment Commission,,229,YES,,C,305,62,367
23-04,,122,4119,2793,1,99,HONOLULU: Housekeeping; Records; Charter Deadline; Contracts; Purchasing,,230,NO,,C,118,27,187
23-04,,122,4119,2793,1,99,HONOLULU: Housekeeping; Records; Charter Deadline; Contracts; Purchasing,,231,YES,,C,885,165,881
23-05,,123,5452,4011,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,29,10,49
23-05,,123,5452,4011,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,65,1,58
23-05,,123,5452,4011,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,418,58,385
23-05,,123,5452,4011,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,1472,209,1141
23-05,,123,5452,4011,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,9,1,10
23-05,,123,5452,4011,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,1,0,4
23-05,,123,5452,4011,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,16,3,14
23-05,,123,5452,4011,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,1597,211,1256
23-05,,123,5452,4011,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,14,3,13
23-05,,123,5452,4011,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,310,45,304
23-05,,123,5452,4011,1,3,"U.S. Representative, Dist I",,11,"(D) HANABUSA, Colleen Wakako",,C,1556,203,1200
23-05,,123,5452,4011,1,3,"U.S. Representative, Dist I",,12,"(L) YIM, Alan J.K.",,C,54,6,60
23-05,,123,5452,4011,1,3,"U.S. Representative, Dist I",,13,"(N) GRIFFIN, Calvin (G)",,C,26,4,29
23-05,,123,5452,4011,1,3,"U.S. Representative, Dist I",,14,"(R) OSTROV, Shirlene D. (Shirl)",,C,294,43,273
23-05,,123,5452,4011,1,4,"U.S. Representative, Dist I Vacancy",,15,"(D) CROSS, Peter",,C,18,4,22
23-05,,123,5452,4011,1,4,"U.S. Representative, Dist I Vacancy",,16,"(D) HANABUSA, Colleen Wakako",,C,1466,180,1096
23-05,,123,5452,4011,1,4,"U.S. Representative, Dist I Vacancy",,17,"(D) KIM, Howard",,C,21,4,23
23-05,,123,5452,4011,1,4,"U.S. Representative, Dist I Vacancy",,18,"(L) YIM, Alan J.K.",,C,56,4,51
23-05,,123,5452,4011,1,4,"U.S. Representative, Dist I Vacancy",,19,"(N) GRIFFIN, Calvin C. (G)",,C,19,3,18
23-05,,123,5452,4011,1,4,"U.S. Representative, Dist I Vacancy",,20,"(N) PERRY, Yvonne",,C,6,0,4
23-05,,123,5452,4011,1,4,"U.S. Representative, Dist I Vacancy",,21,"(R) OSTROV, Shirlene DelaCruz",,C,264,43,252
23-05,,123,5452,4011,1,4,"U.S. Representative, Dist I Vacancy",,22,"(D) KAAIHUE, Angela Aulani",,C,16,3,34
23-05,,123,5452,4011,1,4,"U.S. Representative, Dist I Vacancy",,23,"(D) OCASIO, Javier",,C,18,6,11
23-05,,123,5452,4011,1,4,"U.S. Representative, Dist I Vacancy",,24,"(N) PLOTZENEDER, Peter H.",,C,3,1,3
23-05,,123,5452,4011,1,10,"State Senator, Dist 11",,35,"(D) TANIGUCHI, Brian T.",,C,1600,205,1281
23-05,,123,5452,4011,1,10,"State Senator, Dist 11",,36,"(L) KENT, Joe",,C,59,6,49
23-05,,123,5452,4011,1,10,"State Senator, Dist 11",,37,"(R) AMSTERDAM, C. Kaui Jochanan",,C,217,42,223
23-05,,123,5452,4011,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,852,115,734
23-05,,123,5452,4011,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,524,89,461
23-05,,123,5452,4011,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,613,94,547
23-05,,123,5452,4011,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,726,99,582
23-05,,123,5452,4011,1,60,"Mayor, City and County of Honolulu",,152,"CALDWELL, Kirk",,C,1173,170,927
23-05,,123,5452,4011,1,60,"Mayor, City and County of Honolulu",,153,"DJOU, Charles K.",,C,817,101,699
23-05,,123,5452,4011,1,61,"Prosecuting Attorney, City and County of Honolulu",,154,"KANESHIRO, Keith M.",,C,1474,172,1132
23-05,,123,5452,4011,1,61,"Prosecuting Attorney, City and County of Honolulu",,155,"YAQOOB, Anosh H.",,C,287,60,240
23-05,,123,5452,4011,1,62,"Councilmember, Dist V",,156,"CASE, Kimberly S.",,C,498,78,434
23-05,,123,5452,4011,1,62,"Councilmember, Dist V",,157,"KOBAYASHI, Ann H.",,C,1364,169,1057
23-05,,123,5452,4011,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,675,96,607
23-05,,123,5452,4011,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,1052,146,862
23-05,,123,5452,4011,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,586,72,595
23-05,,123,5452,4011,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,1111,162,829
23-05,,123,5452,4011,1,80,HONOLULU: Police Commission Authority; Investigative Powers,,192,NO,,C,220,49,283
23-05,,123,5452,4011,1,80,HONOLULU: Police Commission Authority; Investigative Powers,,193,YES,,C,1673,209,1293
23-05,,123,5452,4011,1,81,HONOLULU: Ethics Commission Staff Salaries,,194,NO,,C,631,94,552
23-05,,123,5452,4011,1,81,HONOLULU: Ethics Commission Staff Salaries,,195,YES,,C,1190,161,958
23-05,,123,5452,4011,1,82,HONOLULU: Prosecuting Attorney Budgetary Control,,196,NO,,C,387,66,403
23-05,,123,5452,4011,1,82,HONOLULU: Prosecuting Attorney Budgetary Control,,197,YES,,C,1422,181,1093
23-05,,123,5452,4011,1,83,"HONOLULU: Multi-Modal Transportation System; Fares, Operations, Responsibilities",,198,NO,,C,460,75,471
23-05,,123,5452,4011,1,83,"HONOLULU: Multi-Modal Transportation System; Fares, Operations, Responsibilities",,199,YES,,C,1263,168,968
23-05,,123,5452,4011,1,84,HONOLULU: Affordable Housing Fund,,200,NO,,C,511,80,480
23-05,,123,5452,4011,1,84,HONOLULU: Affordable Housing Fund,,201,YES,,C,1275,169,1038
23-05,,123,5452,4011,1,85,HONOLULU: City Infrastructure Long Term Plans,,202,NO,,C,185,34,197
23-05,,123,5452,4011,1,85,HONOLULU: City Infrastructure Long Term Plans,,203,YES,,C,1619,220,1324
23-05,,123,5452,4011,1,86,"HONOLULU: Office of Climate Change, Sustainability and Resiliency",,204,NO,,C,848,94,670
23-05,,123,5452,4011,1,86,"HONOLULU: Office of Climate Change, Sustainability and Resiliency",,205,YES,,C,950,160,857
23-05,,123,5452,4011,1,87,HONOLULU: Department of Land Management,,206,NO,,C,922,123,806
23-05,,123,5452,4011,1,87,HONOLULU: Department of Land Management,,207,YES,,C,841,120,663
23-05,,123,5452,4011,1,88,HONOLULU: Honolulu Zoo Fund,,208,NO,,C,733,128,682
23-05,,123,5452,4011,1,88,HONOLULU: Honolulu Zoo Fund,,209,YES,,C,1098,131,864
23-05,,123,5452,4011,1,89,HONOLULU: Mayoral/Legislative Power Exceptions,,210,NO,,C,860,132,753
23-05,,123,5452,4011,1,89,HONOLULU: Mayoral/Legislative Power Exceptions,,211,YES,,C,844,102,678
23-05,,123,5452,4011,1,90,HONOLULU: Approval of Clean Water Natural Lands Projects,,212,NO,,C,702,97,583
23-05,,123,5452,4011,1,90,HONOLULU: Approval of Clean Water Natural Lands Projects,,213,YES,,C,1058,149,887
23-05,,123,5452,4011,1,91,HONOLULU: Review of Boards and Commissions,,214,NO,,C,258,50,274
23-05,,123,5452,4011,1,91,HONOLULU: Review of Boards and Commissions,,215,YES,,C,1545,202,1235
23-05,,123,5452,4011,1,92,HONOLULU: Grants-In-Aid for Non-Profits,,216,NO,,C,728,128,744
23-05,,123,5452,4011,1,92,HONOLULU: Grants-In-Aid for Non-Profits,,217,YES,,C,970,105,664
23-05,,123,5452,4011,1,93,HONOLULU: Special Election Time Extension,,218,NO,,C,703,115,674
23-05,,123,5452,4011,1,93,HONOLULU: Special Election Time Extension,,219,YES,,C,1077,132,819
23-05,,123,5452,4011,1,94,HONOLULU: Term Limits for City Offices,,220,NO,,C,1279,167,1013
23-05,,123,5452,4011,1,94,HONOLULU: Term Limits for City Offices,,221,YES,,C,552,84,500
23-05,,123,5452,4011,1,95,HONOLULU: Departmental Design and Construction Projects,,222,NO,,C,451,82,435
23-05,,123,5452,4011,1,95,HONOLULU: Departmental Design and Construction Projects,,223,YES,,C,1280,159,1007
23-05,,123,5452,4011,1,96,HONOLULU: Signing Delegation by Mayor,,224,NO,,C,907,114,795
23-05,,123,5452,4011,1,96,HONOLULU: Signing Delegation by Mayor,,225,YES,,C,900,134,717
23-05,,123,5452,4011,1,97,HONOLULU: Fire Commission Membership; Fire Chief Duties,,226,NO,,C,589,90,522
23-05,,123,5452,4011,1,97,HONOLULU: Fire Commission Membership; Fire Chief Duties,,227,YES,,C,1214,159,971
23-05,,123,5452,4011,1,98,HONOLULU: Nonpartisan Reapportionment Commission,,228,NO,,C,1190,154,970
23-05,,123,5452,4011,1,98,HONOLULU: Nonpartisan Reapportionment Commission,,229,YES,,C,538,81,447
23-05,,123,5452,4011,1,99,HONOLULU: Housekeeping; Records; Charter Deadline; Contracts; Purchasing,,230,NO,,C,190,44,234
23-05,,123,5452,4011,1,99,HONOLULU: Housekeeping; Records; Charter Deadline; Contracts; Purchasing,,231,YES,,C,1521,189,1155
24-01,,124,2622,1544,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,11,9,13
24-01,,124,2622,1544,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,21,4,32
24-01,,124,2622,1544,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,208,54,128
24-01,,124,2622,1544,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,586,106,321
24-01,,124,2622,1544,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,13,2,7
24-01,,124,2622,1544,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,1,0,6
24-01,,124,2622,1544,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,10,3,12
24-01,,124,2622,1544,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,646,125,348
24-01,,124,2622,1544,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,8,5,12
24-01,,124,2622,1544,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,144,37,104
24-01,,124,2622,1544,1,3,"U.S. Representative, Dist I",,11,"(D) HANABUSA, Colleen Wakako",,C,625,118,320
24-01,,124,2622,1544,1,3,"U.S. Representative, Dist I",,12,"(L) YIM, Alan J.K.",,C,25,9,32
24-01,,124,2622,1544,1,3,"U.S. Representative, Dist I",,13,"(N) GRIFFIN, Calvin (G)",,C,15,7,16
24-01,,124,2622,1544,1,3,"U.S. Representative, Dist I",,14,"(R) OSTROV, Shirlene D. (Shirl)",,C,134,37,111
24-01,,124,2622,1544,1,4,"U.S. Representative, Dist I Vacancy",,15,"(D) CROSS, Peter",,C,7,10,13
24-01,,124,2622,1544,1,4,"U.S. Representative, Dist I Vacancy",,16,"(D) HANABUSA, Colleen Wakako",,C,551,102,263
24-01,,124,2622,1544,1,4,"U.S. Representative, Dist I Vacancy",,17,"(D) KIM, Howard",,C,23,4,26
24-01,,124,2622,1544,1,4,"U.S. Representative, Dist I Vacancy",,18,"(L) YIM, Alan J.K.",,C,21,6,25
24-01,,124,2622,1544,1,4,"U.S. Representative, Dist I Vacancy",,19,"(N) GRIFFIN, Calvin C. (G)",,C,14,1,9
24-01,,124,2622,1544,1,4,"U.S. Representative, Dist I Vacancy",,20,"(N) PERRY, Yvonne",,C,2,1,2
24-01,,124,2622,1544,1,4,"U.S. Representative, Dist I Vacancy",,21,"(R) OSTROV, Shirlene DelaCruz",,C,126,36,102
24-01,,124,2622,1544,1,4,"U.S. Representative, Dist I Vacancy",,22,"(D) KAAIHUE, Angela Aulani",,C,23,6,17
24-01,,124,2622,1544,1,4,"U.S. Representative, Dist I Vacancy",,23,"(D) OCASIO, Javier",,C,6,2,4
24-01,,124,2622,1544,1,4,"U.S. Representative, Dist I Vacancy",,24,"(N) PLOTZENEDER, Peter H.",,C,0,2,1
24-01,,124,2622,1544,1,31,"State Representative, Dist 24",,82,"(D) BELATTI, Della Au",,C,528,108,293
24-01,,124,2622,1544,1,31,"State Representative, Dist 24",,83,"(L) TIPPENS, Michelle Rose",,C,53,15,48
24-01,,124,2622,1544,1,31,"State Representative, Dist 24",,84,"(R) FENTON, Larry",,C,147,41,113
24-01,,124,2622,1544,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,353,86,239
24-01,,124,2622,1544,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,267,56,154
24-01,,124,2622,1544,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,287,73,197
24-01,,124,2622,1544,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,309,65,170
24-01,,124,2622,1544,1,60,"Mayor, City and County of Honolulu",,152,"CALDWELL, Kirk",,C,436,93,259
24-01,,124,2622,1544,1,60,"Mayor, City and County of Honolulu",,153,"DJOU, Charles K.",,C,395,83,239
24-01,,124,2622,1544,1,61,"Prosecuting Attorney, City and County of Honolulu",,154,"KANESHIRO, Keith M.",,C,608,118,338
24-01,,124,2622,1544,1,61,"Prosecuting Attorney, City and County of Honolulu",,155,"YAQOOB, Anosh H.",,C,126,43,95
24-01,,124,2622,1544,1,62,"Councilmember, Dist V",,156,"CASE, Kimberly S.",,C,191,49,133
24-01,,124,2622,1544,1,62,"Councilmember, Dist V",,157,"KOBAYASHI, Ann H.",,C,580,117,308
24-01,,124,2622,1544,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,303,84,231
24-01,,124,2622,1544,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,417,81,226
24-01,,124,2622,1544,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,279,67,167
24-01,,124,2622,1544,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,424,91,272
24-01,,124,2622,1544,1,80,HONOLULU: Police Commission Authority; Investigative Powers,,192,NO,,C,99,40,86
24-01,,124,2622,1544,1,80,HONOLULU: Police Commission Authority; Investigative Powers,,193,YES,,C,684,130,390
24-01,,124,2622,1544,1,81,HONOLULU: Ethics Commission Staff Salaries,,194,NO,,C,240,64,167
24-01,,124,2622,1544,1,81,HONOLULU: Ethics Commission Staff Salaries,,195,YES,,C,519,105,300
24-01,,124,2622,1544,1,82,HONOLULU: Prosecuting Attorney Budgetary Control,,196,NO,,C,203,59,132
24-01,,124,2622,1544,1,82,HONOLULU: Prosecuting Attorney Budgetary Control,,197,YES,,C,553,108,330
24-01,,124,2622,1544,1,83,"HONOLULU: Multi-Modal Transportation System; Fares, Operations, Responsibilities",,198,NO,,C,206,51,124
24-01,,124,2622,1544,1,83,"HONOLULU: Multi-Modal Transportation System; Fares, Operations, Responsibilities",,199,YES,,C,519,110,322
24-01,,124,2622,1544,1,84,HONOLULU: Affordable Housing Fund,,200,NO,,C,198,44,110
24-01,,124,2622,1544,1,84,HONOLULU: Affordable Housing Fund,,201,YES,,C,550,125,360
24-01,,124,2622,1544,1,85,HONOLULU: City Infrastructure Long Term Plans,,202,NO,,C,86,31,47
24-01,,124,2622,1544,1,85,HONOLULU: City Infrastructure Long Term Plans,,203,YES,,C,666,137,412
24-01,,124,2622,1544,1,86,"HONOLULU: Office of Climate Change, Sustainability and Resiliency",,204,NO,,C,319,64,141
24-01,,124,2622,1544,1,86,"HONOLULU: Office of Climate Change, Sustainability and Resiliency",,205,YES,,C,427,103,322
24-01,,124,2622,1544,1,87,HONOLULU: Department of Land Management,,206,NO,,C,361,75,174
24-01,,124,2622,1544,1,87,HONOLULU: Department of Land Management,,207,YES,,C,380,89,281
24-01,,124,2622,1544,1,88,HONOLULU: Honolulu Zoo Fund,,208,NO,,C,251,68,178
24-01,,124,2622,1544,1,88,HONOLULU: Honolulu Zoo Fund,,209,YES,,C,507,101,283
24-01,,124,2622,1544,1,89,HONOLULU: Mayoral/Legislative Power Exceptions,,210,NO,,C,334,97,242
24-01,,124,2622,1544,1,89,HONOLULU: Mayoral/Legislative Power Exceptions,,211,YES,,C,380,64,196
24-01,,124,2622,1544,1,90,HONOLULU: Approval of Clean Water Natural Lands Projects,,212,NO,,C,248,60,127
24-01,,124,2622,1544,1,90,HONOLULU: Approval of Clean Water Natural Lands Projects,,213,YES,,C,492,103,321
24-01,,124,2622,1544,1,91,HONOLULU: Review of Boards and Commissions,,214,NO,,C,119,32,76
24-01,,124,2622,1544,1,91,HONOLULU: Review of Boards and Commissions,,215,YES,,C,630,133,375
24-01,,124,2622,1544,1,92,HONOLULU: Grants-In-Aid for Non-Profits,,216,NO,,C,295,92,196
24-01,,124,2622,1544,1,92,HONOLULU: Grants-In-Aid for Non-Profits,,217,YES,,C,411,68,235
24-01,,124,2622,1544,1,93,HONOLULU: Special Election Time Extension,,218,NO,,C,321,68,187
24-01,,124,2622,1544,1,93,HONOLULU: Special Election Time Extension,,219,YES,,C,421,102,258
24-01,,124,2622,1544,1,94,HONOLULU: Term Limits for City Offices,,220,NO,,C,487,121,269
24-01,,124,2622,1544,1,94,HONOLULU: Term Limits for City Offices,,221,YES,,C,268,46,183
24-01,,124,2622,1544,1,95,HONOLULU: Departmental Design and Construction Projects,,222,NO,,C,204,61,116
24-01,,124,2622,1544,1,95,HONOLULU: Departmental Design and Construction Projects,,223,YES,,C,520,102,321
24-01,,124,2622,1544,1,96,HONOLULU: Signing Delegation by Mayor,,224,NO,,C,395,97,256
24-01,,124,2622,1544,1,96,HONOLULU: Signing Delegation by Mayor,,225,YES,,C,357,73,202
24-01,,124,2622,1544,1,97,HONOLULU: Fire Commission Membership; Fire Chief Duties,,226,NO,,C,212,60,137
24-01,,124,2622,1544,1,97,HONOLULU: Fire Commission Membership; Fire Chief Duties,,227,YES,,C,539,109,320
24-01,,124,2622,1544,1,98,HONOLULU: Nonpartisan Reapportionment Commission,,228,NO,,C,450,116,275
24-01,,124,2622,1544,1,98,HONOLULU: Nonpartisan Reapportionment Commission,,229,YES,,C,261,49,158
24-01,,124,2622,1544,1,99,HONOLULU: Housekeeping; Records; Charter Deadline; Contracts; Purchasing,,230,NO,,C,92,34,72
24-01,,124,2622,1544,1,99,HONOLULU: Housekeeping; Records; Charter Deadline; Contracts; Purchasing,,231,YES,,C,608,128,355
24-02,,125,4907,2925,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,40,3,40
24-02,,125,4907,2925,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,54,5,49
24-02,,125,4907,2925,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,368,68,285
24-02,,125,4907,2925,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,1041,216,668
24-02,,125,4907,2925,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,18,0,12
24-02,,125,4907,2925,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,7,0,2
24-02,,125,4907,2925,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,23,5,16
24-02,,125,4907,2925,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,1171,231,729
24-02,,125,4907,2925,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,25,2,29
24-02,,125,4907,2925,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,261,45,241
24-02,,125,4907,2925,1,3,"U.S. Representative, Dist I",,11,"(D) HANABUSA, Colleen Wakako",,C,1082,214,696
24-02,,125,4907,2925,1,3,"U.S. Representative, Dist I",,12,"(L) YIM, Alan J.K.",,C,63,10,59
24-02,,125,4907,2925,1,3,"U.S. Representative, Dist I",,13,"(N) GRIFFIN, Calvin (G)",,C,32,6,30
24-02,,125,4907,2925,1,3,"U.S. Representative, Dist I",,14,"(R) OSTROV, Shirlene D. (Shirl)",,C,290,48,211
24-02,,125,4907,2925,1,4,"U.S. Representative, Dist I Vacancy",,15,"(D) CROSS, Peter",,C,22,7,27
24-02,,125,4907,2925,1,4,"U.S. Representative, Dist I Vacancy",,16,"(D) HANABUSA, Colleen Wakako",,C,936,173,589
24-02,,125,4907,2925,1,4,"U.S. Representative, Dist I Vacancy",,17,"(D) KIM, Howard",,C,40,8,43
24-02,,125,4907,2925,1,4,"U.S. Representative, Dist I Vacancy",,18,"(L) YIM, Alan J.K.",,C,43,5,45
24-02,,125,4907,2925,1,4,"U.S. Representative, Dist I Vacancy",,19,"(N) GRIFFIN, Calvin C. (G)",,C,17,2,21
24-02,,125,4907,2925,1,4,"U.S. Representative, Dist I Vacancy",,20,"(N) PERRY, Yvonne",,C,6,1,4
24-02,,125,4907,2925,1,4,"U.S. Representative, Dist I Vacancy",,21,"(R) OSTROV, Shirlene DelaCruz",,C,287,45,197
24-02,,125,4907,2925,1,4,"U.S. Representative, Dist I Vacancy",,22,"(D) KAAIHUE, Angela Aulani",,C,47,18,37
24-02,,125,4907,2925,1,4,"U.S. Representative, Dist I Vacancy",,23,"(D) OCASIO, Javier",,C,17,5,9
24-02,,125,4907,2925,1,4,"U.S. Representative, Dist I Vacancy",,24,"(N) PLOTZENEDER, Peter H.",,C,2,4,2
24-02,,125,4907,2925,1,10,"State Senator, Dist 11",,35,"(D) TANIGUCHI, Brian T.",,C,1089,211,695
24-02,,125,4907,2925,1,10,"State Senator, Dist 11",,36,"(L) KENT, Joe",,C,48,13,54
24-02,,125,4907,2925,1,10,"State Senator, Dist 11",,37,"(R) AMSTERDAM, C. Kaui Jochanan",,C,257,43,202
24-02,,125,4907,2925,1,31,"State Representative, Dist 24",,82,"(D) BELATTI, Della Au",,C,972,184,620
24-02,,125,4907,2925,1,31,"State Representative, Dist 24",,83,"(L) TIPPENS, Michelle Rose",,C,98,21,92
24-02,,125,4907,2925,1,31,"State Representative, Dist 24",,84,"(R) FENTON, Larry",,C,263,54,204
24-02,,125,4907,2925,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,691,122,462
24-02,,125,4907,2925,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,458,90,343
24-02,,125,4907,2925,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,514,87,408
24-02,,125,4907,2925,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,572,112,350
24-02,,125,4907,2925,1,60,"Mayor, City and County of Honolulu",,152,"CALDWELL, Kirk",,C,790,181,582
24-02,,125,4907,2925,1,60,"Mayor, City and County of Honolulu",,153,"DJOU, Charles K.",,C,711,106,450
24-02,,125,4907,2925,1,61,"Prosecuting Attorney, City and County of Honolulu",,154,"KANESHIRO, Keith M.",,C,1052,181,703
24-02,,125,4907,2925,1,61,"Prosecuting Attorney, City and County of Honolulu",,155,"YAQOOB, Anosh H.",,C,276,50,193
24-02,,125,4907,2925,1,62,"Councilmember, Dist V",,156,"CASE, Kimberly S.",,C,379,93,303
